Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kara Goodwin	F	Jr	26	16	6	22	0.8462	8	16	1	5	0	0
Nikki Kirchberger	F	So	26	9	10	19	0.7308	32	75	0	2	0	0
Jeyna Minnick	F	Jr	25	4	5	9	0.3600	12	24	0	0	0	0
Melissa Ash	F	Sr	22	2	5	7	0.3182	9	18	1	1	0	0
Jackie Madison	F	So	22	1	3	4	0.1818	7	14	0	1	0	0
Morgan Haettich	F	Fr	26	1	3	4	0.1538	3	6	0	0	0	0
Alison Mish	F	So	26	0	4	4	0.1538	16	32	0	0	0	0
Megan Niesyty	F	Fr	26	2	1	3	0.1154	5	10	1	0	0	0
Kendra Peters	D	So	26	0	2	2	0.0769	12	24	0	0	0	0
Christina Zandri	F	Jr	14	0	1	1	0.0714	3	6	0	0	0	0
Heather Neuburger	D	Fr	26	0	1	1	0.0385	7	14	0	0	0	0
Jordan Lee	G	Sr	23	0	0	0	0.0000	0	0	0	0	0	0
Dakota Broderick	D	So	9	0	0	0	0.0000	4	8	0	0	0	0
Emily Cornett	F	Sr	10	0	0	0	0.0000	8	16	0	0	0	0
Kathleen Ruggiero	F	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Sarah Quigley	G	So	7	0	0	0	0.0000	0	0	0	0	0	0
