Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Deborah Spillane	F	Fr	34	19	16	35	1.0294	1	12	1	0
Sarah Feldman	F	Fr	34	16	12	28	0.8235	2	8	2	0
Kerri Sanders	F	Sr	34	7	16	23	0.6765	2	4	0	0
Colleen Harris	F	Fr	27	9	13	22	0.8148	2	6	0	0
Cristin Stuart	D	Fr	34	3	8	11	0.3235	0	1	0	0
Sarah Carlson	D	Sr	34	3	6	9	0.2647	0	0	1	0
Sarah Courtney	F	Jr	33	6	2	8	0.2424	2	2	0	0
Jill McInnis	D	Jr	26	2	6	8	0.3077	0	1	0	0
Krystal Strassman	D	So	30	1	7	8	0.2667	0	1	0	0
Michelle Lombardi	F	So	33	5	2	7	0.2121	0	4	0	0
Lee-J Mirasolo	F	Fr	33	2	2	4	0.1212	1	0	0	0
Nancy Gillis	F	Jr	34	1	3	4	0.1176	0	0	0	0
Kim Meagher	D	Fr	33	0	4	4	0.1212	0	0	0	0
Rachel Wedig	D	Fr	32	0	4	4	0.1250	0	0	0	0
Heidi Seidewand	F	Sr	18	1	2	3	0.1667	0	0	0	0
Lindsay Wright	F	Fr	32	0	2	2	0.0625	0	0	0	0
Erin Blood	D	Fr	29	0	2	2	0.0690	0	0	0	0
Lindsey Bazzone	F	Sr	34	0	1	1	0.0294	0	0	0	0
Alison Quandt	G	Jr	24	0	0	0	0.0000	0	0	0	0
Christine Moynihan	G	So	7	0	0	0	0.0000	0	0	0	0
Lisa Davis	G	Sr	9	0	0	0	0.0000	0	0	0	0
Jessica Wilson	D	So	26	0	0	0	0.0000	0	0	0	0
