Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara Bauer	F	So	38	26	29	55	1.4474	6	4	2	0
Lindsay Macy	F	So	33	19	24	43	1.3030	3	6	0	0
Sharon Cole	F	Jr	38	11	27	38	1.0000	2	4	2	0
Nikki Burish	F	Jr	38	14	21	35	0.9211	2	2	0	0
Molly Engstrom	D	Sr	38	13	19	32	0.8421	5	11	0	0
Cyndy Kenyon	F	Jr	38	13	13	26	0.6842	0	3	1	0
Jinelle Zaugg	F	Fr	37	12	14	26	0.7027	1	1	0	0
Carla MacLeod	D	Sr	35	6	20	26	0.7429	1	2	2	1
Jackie Friesen	F	Sr	38	17	7	24	0.6316	5	6	0	0
Meaghan Mikkelson	F	So	35	7	13	20	0.5714	0	2	1	0
Grace Hutchins	F	Jr	38	9	10	19	0.5000	0	1	1	1
Nicole Uliasz	D	Sr	35	4	14	18	0.5143	0	1	0	0
Heidi Kletzien	F	So	34	5	4	9	0.2647	0	0	0	0
Bobbi-Jo Slusar	D	So	35	1	8	9	0.2571	1	1	0	0
Emily Morris	D	Fr	36	3	4	7	0.1944	0	0	0	0
Vicki Davis	F	So	22	2	5	7	0.3182	1	0	0	0
Amy Vermeulen	F	Sr	26	3	3	6	0.2308	1	0	0	0
Kristen Witting	D	So	38	1	5	6	0.1579	0	0	0	0
Phoebe Monteleone	F	So	34	3	1	4	0.1176	0	1	0	0
Mikka Nordby	D	Fr	16	1	2	3	0.1875	0	0	0	0
Meghan Horras	G	Jr	28	0	2	2	0.0714	0	0	0	0
Christine Dufour	G	So	10	0	0	0	0.0000	0	0	0	0
