Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Waigand	F	So	25	13	4	17	0.6800	7	14	1	2	1	0
Megan Sesing-Gomoll	D	Sr	25	10	5	15	0.6000	30	60	2	6	0	0
Brittany Syms	F	So	24	7	6	13	0.5417	2	4	0	1	0	0
Kristin Skubic	F/D	So	21	3	7	10	0.4762	4	8	0	1	0	0
Rachel Mullendore	D	Sr	24	2	5	7	0.2917	6	12	0	0	0	0
Erin Dunphy	D	Jr	25	2	3	5	0.2000	17	34	0	1	0	0
Katie Lindsley	F	Sr	25	1	3	4	0.1600	6	12	0	0	0	0
Kelly Leslie	F	Fr	25	1	2	3	0.1200	1	2	0	0	0	0
Amanda Reimann	F	Jr	24	1	2	3	0.1250	4	8	0	0	0	0
Sophie Schieldt	D	Jr	25	0	3	3	0.1200	11	22	0	0	0	0
Kaitlyn Johnson	D	So	24	1	1	2	0.0833	5	10	0	1	0	0
Devan Lesch	F	Sr	23	0	2	2	0.0870	8	16	0	0	0	0
Thea-Marie Sauca	D	So	15	0	1	1	0.0667	1	2	0	0	0	0
Ali Glazer	G	Fr	9	0	0	0	0.0000	0	0	0	0	0	0
Stephanie Kaye	F	Fr	25	0	0	0	0.0000	4	8	0	0	0	0
Amanda Alexander	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
Kiley O'Connell	F	Sr	25	0	0	0	0.0000	4	8	0	0	0	0
