Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Erin Leyden	F	Sr	23	3	4	7	0.3043	4	8	0	0	0	0
Jessica Larkin	F	So	23	3	4	7	0.3043	6	12	0	0	0	0
Elise Hedlund	F	Sr	23	3	3	6	0.2609	10	20	0	1	0	0
Kressi Lehn	F	So	20	4	0	4	0.2000	8	16	1	3	0	0
Katie Lamirande	D	So	23	3	1	4	0.1739	7	14	0	2	0	0
Diana Bocklund	D	So	22	0	4	4	0.1818	4	8	0	0	0	0
Jeanna Dudley	D	So	23	0	4	4	0.1739	10	20	0	0	0	0
Nicole Gorr	F	Fr	20	2	1	3	0.1500	2	4	0	0	0	0
Whitney Pratt	F	Sr	23	2	1	3	0.1304	3	6	0	0	0	0
Jenna Knudtson	F	Sr	23	2	1	3	0.1304	3	6	1	1	0	0
Carissa Miller	F	So	18	2	1	3	0.1667	2	4	1	0	0	0
Sandra Hinz	D	So	23	1	2	3	0.1304	9	18	0	0	0	0
Allix Bell	D	So	20	0	3	3	0.1500	6	12	0	0	0	0
Erica Berthold	D/F	So	23	0	2	2	0.0870	2	4	0	0	0	0
Emerson Ball	D	Fr	22	1	0	1	0.0455	0	0	0	0	0	0
Jess Geisinger	D	So	19	0	1	1	0.0526	9	18	0	0	0	0
Amy Wenzel	F	So	17	0	1	1	0.0588	3	6	0	0	0	0
Alex Hall	G	Fr	13	0	0	0	0.0000	3	6	0	0	0	0
Jenna Marquardt	F	Jr	17	0	0	0	0.0000	0	0	0	0	0	0
Hillary Volkman	F/D	Sr	23	0	0	0	0.0000	5	10	0	0	0	0
Grace Edgar	G	Sr	13	0	0	0	0.0000	2	15	0	0	0	0
Carly Facchini	F	Sr	9	0	0	0	0.0000	0	0	0	0	0	0
