Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Andrea Ciarletta	F	So	25	20	15	35	1.4000	3	5	1	0
Melissa Belmonte	F	So	25	12	8	20	0.8000	2	0	0	0
Molly Norton	F	Jr	25	9	11	20	0.8000	3	1	0	0
Kate Webb	F	Fr	23	9	10	19	0.8261	0	2	0	0
Casey Turner	F	Fr	24	8	11	19	0.7917	1	5	0	0
Katie Reardon	F	So	25	5	9	14	0.5600	0	2	0	0
Katherine Wall	F	Fr	25	5	9	14	0.5600	0	1	0	0
Kristin Wilson	D	Jr	23	2	11	13	0.5652	0	0	0	0
Katelyn Averill	D	Sr	25	2	9	11	0.4400	0	1	0	0
Rose Devlin	D	Fr	22	1	5	6	0.2727	0	0	0	0
Audrey Deguire	D	Fr	25	1	5	6	0.2400	0	1	0	0
Katie Hartley	D	Jr	8	3	2	5	0.6250	1	2	0	0
Justine Buzzell	F	So	18	2	3	5	0.2778	0	0	0	0
Kerri Zizzo	D	So	16	1	3	4	0.2500	0	1	0	0
Lauren O'Connor	F	Fr	25	2	1	3	0.1200	0	0	0	0
Leanne Corsino	D	So	25	0	3	3	0.1200	0	0	0	0
Annie Larson	F	Jr	20	0	2	2	0.1000	0	0	0	0
Garbrielle Goodrow	F	So	2	0	0	0	0.0000	0	0	0	0
Maggie Carmany	G	Fr	14	0	0	0	0.0000	0	0	0	0
Jenn Murray	D	Sr	9	0	0	0	0.0000	0	0	0	0
Amanda Boucher	G	So	10	0	0	0	0.0000	0	0	0	0
Shannon Palmer	G	So	5	0	0	0	0.0000	0	0	0	0
Audrey Arnold	D	So	3	0	0	0	0.0000	0	0	0	0
