Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cassie LeBlanc	F	Fr	27	10	15	25	0.9259	2	1	0	1
Stefanie Schmitz	F	Fr	27	14	9	23	0.8519	3	6	0	0
Jenna Scanlon	F	Jr	27	11	10	21	0.7778	1	4	0	0
Abby Sunderman	F	Fr	27	12	6	18	0.6667	3	5	0	1
Kelly Jensen	F	Jr	27	6	11	17	0.6296	1	2	0	0
Jessie Dyslin	D	So	27	2	12	14	0.5185	1	1	0	0
Jenny Wallace	D	Sr	27	5	7	12	0.4444	0	2	1	0
Jenny Schmidt	F	Jr	27	5	6	11	0.4074	1	1	0	0
Renae Bergh	D	Jr	24	2	5	7	0.2917	0	1	0	0
Kacie Anderson	D	Jr	27	2	4	6	0.2222	0	1	0	0
Kelly Snedeker	F	Jr	27	4	1	5	0.1852	1	0	0	0
Kristen Juven	F	Jr	27	2	3	5	0.1852	1	0	1	0
Raissa Carpenter	F	Fr	12	1	1	2	0.1667	0	0	0	0
Megan Sandell	D	Fr	10	1	1	2	0.2000	0	1	0	0
Amber Lindner	G	Sr	25	0	1	1	0.0400	0	0	0	0
Mandi Mohwinkel	G	Jr	3	0	0	0	0.0000	0	0	0	0
Krystin Ralston	D	So	24	0	0	0	0.0000	0	0	0	0
Brook Bruggeman	G	Fr	7	0	0	0	0.0000	0	0	0	0
