Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Emily LaRosa	F	Sr	27	8	10	18	0.6667	8	16	0	0	0	0
Alli Greenberg	F	Sr	26	6	8	14	0.5385	14	28	1	1	0	0
Emily Howard	F	So	27	11	2	13	0.4815	8	16	1	3	0	0
Sarahanne Cavolo	F	Jr	26	7	5	12	0.4615	2	4	1	1	1	0
Kayla Kiernan	F	So	22	6	6	12	0.5455	13	26	2	1	0	0
Katie Loiselle	F	Jr	27	5	7	12	0.4444	15	30	1	1	0	1
Dylan Caron	F	So	22	3	7	10	0.4545	2	4	0	0	0	1
Kelsey MacIsaac	D	So	27	4	5	9	0.3333	13	26	0	2	0	0
Alyssa Sullivan	F	So	27	2	4	6	0.2222	2	4	1	0	1	0
Angela Dandreo	D	So	27	0	6	6	0.2222	5	10	0	0	0	0
Courtney White	F	Jr	23	3	1	4	0.1739	6	12	1	0	0	0
Samantha Fallon	F	Fr	18	3	0	3	0.1667	4	8	0	0	0	0
Kelly Sharlow	D/F	Jr	15	1	1	2	0.1333	10	20	1	0	0	0
Emma Valli	F	So	8	0	2	2	0.2500	2	4	0	0	0	0
Emily Federspiel	F	So	23	1	0	1	0.0435	0	0	0	0	0	0
Alexa Cappione	D	Fr	26	0	1	1	0.0385	6	12	0	0	0	0
Liz Figueroa	F	So	18	0	1	1	0.0556	0	0	0	0	0	0
Lauren Tansey	D	So	26	0	1	1	0.0385	1	2	0	0	0	0
Emily Russell	F	So	23	0	1	1	0.0435	1	2	0	0	0	0
Casey Schaejbe	G	Fr	18	0	0	0	0.0000	0	0	0	0	0	0
Jess Salisbury	D	So	11	0	0	0	0.0000	2	4	0	0	0	0
Suzanne Meek	F	So	24	0	0	0	0.0000	1	2	0	0	0	0
Alexandra Karlis	F	So	2	0	0	0	0.0000	0	0	0	0	0	0
Mackenzie Clark	F	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
Tori Pizzuto	D	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Kailyn Burke	G	So	11	0	0	0	0.0000	0	0	0	0	0	0
