Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kerri Graske	F	Sr	25	8	8	16	0.6400	10	20	0	3	0	0
Megan Brettingen	F	Fr	13	4	8	12	0.9231	2	4	2	1	1	0
Amie Ernst	F	Sr	24	5	5	10	0.4167	8	16	0	2	0	0
Brenna Gould	D	Sr	25	3	6	9	0.3600	2	4	0	0	0	0
Allyson Nielsen	F	So	25	3	6	9	0.3600	4	8	0	1	0	0
Christine Brodersen	D	So	24	4	4	8	0.3333	20	40	1	2	0	0
Alli O'Brien	F	Fr	17	5	2	7	0.4118	3	6	0	1	0	0
Annie Gorman	F	Fr	23	3	3	6	0.2609	2	4	0	0	0	1
Ashley Olson	F/D	Jr	16	3	3	6	0.3750	11	22	0	1	0	0
Katelyn Bounds	D	Sr	25	0	6	6	0.2400	5	10	0	0	0	0
Catherine Pollock	D	Jr	23	2	3	5	0.2174	6	12	0	0	0	0
Alex Carlson	F/D	Jr	25	2	3	5	0.2000	13	26	1	2	0	0
Rachel Welz	D	Sr	25	4	0	4	0.1600	9	18	0	1	0	0
Kelly Fladebo	F	Sr	10	1	2	3	0.3000	0	0	1	1	0	0
Erin Geier	D	So	20	1	1	2	0.1000	1	2	0	0	0	0
Megan Schwegman	D	Fr	12	0	2	2	0.1667	2	4	0	0	0	0
Mara Kohl	D	Jr	24	1	0	1	0.0417	11	22	0	0	0	0
Claire Bjerke	F	Fr	21	0	1	1	0.0476	2	4	0	0	0	0
Erika Zoe Costello	D	Fr	10	0	1	1	0.1000	1	2	0	0	0	0
Jenna Traut	G	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Emily Wigstrom	D	Jr	11	0	0	0	0.0000	1	2	0	0	0	0
Kaitlyn Rolando	G	So	9	0	0	0	0.0000	1	2	0	0	0	0
