Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsy Carlson	D	Sr	27	11	25	36	1.3333	3	3	0	0
Nicole Magnuson	F	Jr	27	16	17	33	1.2222	2	1	0	0
Lou Paulson	F	So	27	14	16	30	1.1111	3	3	0	0
Lindsay O'Keefe	F	So	27	14	10	24	0.8889	4	6	3	1
Jodi Hensch	D	Sr	27	6	14	20	0.7407	1	4	0	0
Kelly Hurley	F	Fr	27	10	9	19	0.7037	2	4	0	0
Leah Baron	F	So	27	9	7	16	0.5926	2	1	0	0
Ali Slinden	F	So	9	3	6	9	1.0000	0	0	0	0
Emily Nierenhausen	D	Fr	27	0	9	9	0.3333	0	0	0	0
Allison Schaber	F	Fr	27	1	5	6	0.2222	0	0	0	0
Rachel Goodwin	D	Sr	27	3	1	4	0.1481	0	1	0	0
Kristen Hurley	D	Fr	27	0	4	4	0.1481	0	0	0	0
Amy Gilbertson	F	Fr	26	3	0	3	0.1154	0	0	0	0
Jenny Wallace	D	Fr	26	1	1	2	0.0769	0	0	0	0
Jenny Kern	D	Jr	27	0	0	0	0.0000	0	0	0	0
Kelly Doran	F	Fr	25	0	0	0	0.0000	0	0	0	0
Marlene Yaeger	G	Jr	17	0	0	0	0.0000	0	0	0	0
Molly Buehner	F	Fr	27	0	0	0	0.0000	0	0	0	0
Amber Lindner	G	Fr	11	0	0	0	0.0000	0	0	0	0
