Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelly Hart	F	Fr	34	10	10	20	0.5882	2	3	0	0
Kate Robinson	C	Fr	34	6	5	11	0.3235	1	3	0	0
Nikki Eckebrecht	C	Fr	34	5	5	10	0.2941	0	1	1	1
Carly Napier	F	So	34	5	5	10	0.2941	0	2	0	0
Helena Tageson	F	Fr	31	4	6	10	0.3226	0	1	1	0
Jenny Schnickel	D	Jr	34	4	5	9	0.2647	0	1	0	0
Guylaine Haché	F	Sr	31	4	2	6	0.1935	1	1	1	0
Nicky Kluck	C	Jr	33	0	6	6	0.1818	0	0	0	0
Jenn Sadler	F	Fr	34	3	2	5	0.1471	1	0	0	0
Melissa Schaeffer	F/D	So	29	2	3	5	0.1724	0	0	0	0
Laura Lankton	D	So	34	1	4	5	0.1471	0	0	0	0
Cassi Petsch	F/D	So	32	2	2	4	0.1250	0	0	0	0
Nina Ziegenhals	D	Fr	34	0	4	4	0.1176	0	0	0	0
Sarah Zuelke	D	So	30	1	2	3	0.1000	0	1	0	0
Mandy Bambrough	D	So	33	1	1	2	0.0606	0	1	0	0
Ashley Medori	D	So	29	0	2	2	0.0690	0	0	0	0
Stephanie Hoard	C	Fr	25	0	1	1	0.0400	0	0	0	0
Emily Curcuruto	D	So	20	0	1	1	0.0500	0	0	0	0
Andrea Carlson	F	Jr	3	0	1	1	0.3333	0	0	0	0
Crystal Zace	G	Fr	1	0	0	0	0.0000	0	0	0	0
Anik Coté	G	Sr	19	0	0	0	0.0000	0	0	0	0
Alana Burns	F	Fr	20	0	0	0	0.0000	0	0	0	0
Jill Luebke	G	So	18	0	0	0	0.0000	0	0	0	0
