Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Valerie Chouinard	F	Fr	35	26	25	51	1.4571	6	7	0	0
Julia Colizza	F	Jr	37	20	22	42	1.1351	5	4	4	0
Stefanie Bourbeau	F	Jr	35	17	18	35	1.0000	2	5	1	0
Stephanie Jones	F	So	35	10	22	32	0.9143	2	1	0	1
Samantha Shirley	F	Sr	37	11	15	26	0.7027	3	2	0	0
Ashley Pendleton	D	Jr	37	10	16	26	0.7027	0	5	1	0
Danielle Lansing	D	Sr	35	2	11	13	0.3714	0	1	0	0
Danielle Ayearst	D	So	37	1	12	13	0.3514	1	0	0	0
Jill Nugent	D	Jr	37	5	7	12	0.3243	1	2	0	0
Kristen Erickson	F	So	37	5	6	11	0.2973	0	0	0	0
Sherilyn Fraser	F	So	37	3	8	11	0.2973	0	0	1	0
Michelle Bonello	D	Jr	35	2	8	10	0.2857	0	1	0	0
Courtney Unruh	F	Fr	37	4	4	8	0.2162	2	1	0	0
Robyn Law	F	Fr	37	4	4	8	0.2162	0	0	0	0
Natalie Payne	D	Fr	37	2	6	8	0.2162	1	1	0	0
Lesley McArthur	D	Jr	37	4	3	7	0.1892	0	1	0	0
Sarah Kurth	F	Jr	29	1	1	2	0.0690	0	0	0	0
Emily Berzins	F	Fr	37	0	2	2	0.0541	0	0	0	0
Laura Hosier	G	So	28	0	1	1	0.0357	0	0	0	0
Nicole Nelson	G	Fr	2	0	0	0	0.0000	0	0	0	0
Courtney Drennen	G	Fr	12	0	0	0	0.0000	0	0	0	0
