Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelly Zamora	C	Fr	31	11	12	23	0.7419	0	2	1	0
Cheryl Anderson	F	Fr	31	2	13	15	0.4839	1	0	0	0
Katie Jones	F	So	31	7	5	12	0.3871	0	1	0	0
Laurie Petchar	F	So	31	6	6	12	0.3871	1	2	0	0
Heidi Burns	F	Fr	31	6	4	10	0.3226	1	1	1	0
Krissy Langley	D	So	31	1	9	10	0.3226	1	0	0	0
Kelly Meech	D	So	31	5	4	9	0.2903	1	0	0	0
Kim Spaulding	F	So	31	0	8	8	0.2581	0	0	0	0
Melissa Wenzel	D	So	31	4	2	6	0.1935	1	2	0	0
Brooke Needer	F	So	31	2	3	5	0.1613	0	0	0	0
Amie Hickerty	F	Fr	27	2	2	4	0.1481	0	0	0	0
Joanie Denby	D	So	28	1	3	4	0.1429	0	1	0	0
Lindsey Akers	F	So	30	2	1	3	0.1000	0	0	0	0
Anna VanderMarliere	G	So	12	0	0	0	0.0000	0	0	0	0
Annie Devaney	F	So	28	0	0	0	0.0000	0	0	0	0
Kristina Sanfilippo	D	Jr	26	0	0	0	0.0000	0	0	0	0
Silva Nazoyan	D	Fr	25	0	0	0	0.0000	0	0	0	0
Tina Thibideau	G	Fr	19	0	0	0	0.0000	0	0	0	0
