Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Caroline Ouellette	F	Sr	32	29	47	76	2.3750	1	10	4	0
Jenny Potter	F	Sr	34	36	39	75	2.2059	10	7	4	0
Jessica Koizumi	F	Fr	30	21	10	31	1.0333	4	5	0	0
Krista McArthur	D	So	32	4	22	26	0.8125	0	3	0	1
Noemie Marin	F	Fr	28	15	5	20	0.7143	2	4	0	0
Julianne Vasichek	D	Jr	34	7	13	20	0.5882	2	3	0	0
Tricia Guest	D	Sr	30	7	10	17	0.5667	0	2	0	0
Nora Tallus	F	Jr	31	3	13	16	0.5161	1	2	1	0
Juliane Jubinville	F	Fr	32	5	8	13	0.4063	0	0	0	0
Allison Lehrke	F	Fr	34	5	7	12	0.3529	0	0	0	0
Larissa Luther	D	Jr	21	7	3	10	0.4762	0	1	0	0
Suvi Vacker	D	Fr	34	2	6	8	0.2353	0	0	0	0
Satu Kiipeli	D	Sr	32	2	3	5	0.1563	0	0	0	0
Bethany Petersen	D	So	14	2	1	3	0.2143	0	0	0	0
Jill Sales	D	Fr	34	1	2	3	0.0882	0	0	0	0
Meghan Stotts	D	Jr	29	1	2	3	0.1034	0	0	0	0
Julie Fearing	F	Jr	34	1	1	2	0.0588	0	0	0	0
Riitta Schaublin	G	Fr	25	0	1	1	0.0400	0	0	0	0
Shannon Kasparek	G	Jr	7	0	0	0	0.0000	0	0	0	0
Becky Salyards	F	Fr	28	0	0	0	0.0000	0	0	0	0
Anna-Kaisa Piiroinen	G	Fr	11	0	0	0	0.0000	0	0	0	0
