Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Haley Branovan	D	Sr	24	8	13	21	0.8750	2	4	1	2	0	0
Shannon Hickey	F	Jr	25	7	8	15	0.6000	8	16	1	4	0	0
Alexis Fagan	F	Fr	22	9	5	14	0.6364	5	10	1	3	0	1
Caitlin Connor	F	Fr	25	2	10	12	0.4800	1	2	0	0	0	0
Kailey Jacobs	F	Fr	25	6	5	11	0.4400	8	16	0	2	0	0
Courtney Evans	D	Jr	25	4	7	11	0.4400	5	10	0	2	0	0
Kelsey Roy	F	So	25	5	5	10	0.4000	10	20	1	2	0	0
Julie Nagel	F	Fr	18	5	3	8	0.4444	6	12	1	0	0	0
Frédérike Brazeau Lalonde	F	Sr	22	2	6	8	0.3636	1	2	0	0	0	0
Lauren Connelly	F	Sr	23	4	3	7	0.3043	3	6	1	0	0	0
Amanda McPhearson	D	Fr	24	2	4	6	0.2500	7	14	0	1	0	0
Sydney Linnick	D	Fr	23	2	3	5	0.2174	7	14	0	2	0	0
Alie Louie	D	Fr	19	2	2	4	0.2105	2	4	1	1	0	0
Brooke Maggy	F	So	25	1	3	4	0.1600	5	10	1	0	0	0
Taylor Jackson	F	So	18	1	2	3	0.1667	4	8	0	0	0	0
Olivia MacMillan	F	Fr	9	1	2	3	0.3333	2	4	0	0	0	0
Emily Auby	F	Sr	23	0	3	3	0.1304	10	20	0	0	0	0
Alivia Bates	F	Jr	16	1	1	2	0.1250	11	22	0	0	0	0
Mackenzie Kennedy	D	So	17	0	2	2	0.1176	15	30	0	0	0	0
Taylor Shrode	F	Jr	4	1	0	1	0.2500	0	0	0	0	0	0
Jaime Carpenter	F	Jr	9	0	0	0	0.0000	1	2	0	0	0	0
Eleanor Hudson	F	Fr	19	0	0	0	0.0000	2	4	0	0	0	0
Gracie Shewell	D	Sr	8	0	0	0	0.0000	0	0	0	0	0	0
Emelie Lindqvist	G	So	14	0	0	0	0.0000	1	2	0	0	0	0
Maddie Kabasakalian	F/D	Fr	9	0	0	0	0.0000	0	0	0	0	0	0
Sara Huff	D	Sr	11	0	0	0	0.0000	6	12	0	0	0	0
Ally Altschuler	G	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Mariah Trupp	G	Jr	11	0	0	0	0.0000	0	0	0	0	0	0
