Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sam Hunt	F	So	34	20	19	39	1.1471	1	7	2	0
Katie Stewart	RW	Fr	34	18	9	27	0.7941	3	7	1	0
Elin Brown	D	So	33	7	18	25	0.7576	2	3	0	0
Tara French	D	Sr	34	7	15	22	0.6471	1	1	0	0
Marissa Dombovy	F	Fr	34	6	12	18	0.5294	2	1	0	0
Carly McNaughton	F	Sr	34	10	7	17	0.5000	4	2	0	0
Ashley Bradford	F	Sr	34	2	13	15	0.4412	1	0	0	0
Mallory Johnston	D	Jr	34	2	12	14	0.4118	0	1	0	0
Kiira Dosdall	D	So	32	0	14	14	0.4375	0	0	0	0
Evan Minnick	F	Fr	34	3	6	9	0.2647	1	0	0	0
Ali Edell	F	Fr	34	5	2	7	0.2059	1	3	0	0
Beth Rotenberg	LW	Fr	34	2	4	6	0.1765	0	0	0	0
Jill Cater-Cyker	D	Fr	33	0	6	6	0.1818	0	0	0	0
Kate Wolgemuth	F	Jr	34	0	6	6	0.1765	0	0	0	0
Kara Leene	F	Jr	30	0	5	5	0.1667	0	0	0	0
Ruth Fish	F	So	30	2	2	4	0.1333	0	0	0	0
Nicole McDonald	D	Fr	32	2	2	4	0.1250	1	0	0	0
Brook Wheeler	G	Sr	21	0	0	0	0.0000	0	0	0	0
Clancy Todd	D	So	2	0	0	0	0.0000	0	0	0	0
Sara Plunkett	G	Fr	1	0	0	0	0.0000	0	0	0	0
Laura Jansen	D	So	30	0	0	0	0.0000	0	0	0	0
Elayna Hamashuk	G	So	14	0	0	0	0.0000	0	0	0	0
Lisa Dodd	F	So	4	0	0	0	0.0000	0	0	0	0
