Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jordan Ott	F	Fr	25	22	14	36	1.4400	19	38	4	9	0	0
Jessica Silveira	F	Sr	26	11	25	36	1.3846	17	37	2	2	0	0
Amanda Lucky	F	Sr	26	12	18	30	1.1538	6	12	3	1	1	1
Brittany Lucky	D	Sr	26	4	22	26	1.0000	3	6	0	3	0	0
Izzy Fayerman	F	Jr	24	8	6	14	0.5833	3	6	2	3	0	0
Jenn Crawford	F	Sr	26	6	7	13	0.5000	16	32	0	2	0	0
Amanda Peterson	F	Fr	26	3	5	8	0.3077	3	6	0	0	0	0
Sally Mooney	F	So	10	1	5	6	0.6000	0	0	1	0	0	0
Alyssa Brockmann	D	Fr	23	0	3	3	0.1304	7	14	0	0	0	0
Rachel Grefke	D	So	26	0	3	3	0.1154	6	12	0	0	0	0
Katie Marsman	D	So	26	0	3	3	0.1154	18	36	0	0	0	0
Kaylen Van Wagner	D	Fr	26	0	2	2	0.0769	12	24	0	0	0	0
Roberta Beatty	F	Fr	20	1	0	1	0.0500	1	2	0	0	0	0
Alexis Guay	F/D	Fr	12	0	0	0	0.0000	2	4	0	0	0	0
Alexane Rodrigue	G	So	21	0	0	0	0.0000	1	2	0	0	0	0
Emily Kriwox	F/D	Fr	25	0	0	0	0.0000	1	2	0	0	0	0
Emilee Hazelden	F	Jr	10	0	0	0	0.0000	2	4	0	0	0	0
Abby Tardelli	G	Fr	9	0	0	0	0.0000	0	0	0	0	0	0
Natasha Allen	F	So	26	0	0	0	0.0000	3	6	0	0	0	0
