Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Danielle Blanchard	F	So	29	24	27	51	1.7586	4	8	5	0
Laurie Bowler	F	Fr	29	22	16	38	1.3103	1	6	1	0
Lindsay Brown	F	So	28	14	19	33	1.1786	3	4	0	0
Claire O'Connor	F	So	29	7	22	29	1.0000	5	1	0	0
Julie Devereux	D	Jr	29	4	21	25	0.8621	0	1	0	0
Jessica Moreau	F	Sr	24	12	9	21	0.8750	1	7	0	0
Kayla McDougall	F	Fr	26	10	11	21	0.8077	1	1	0	0
Lesley Ann Mitchell	F	Fr	27	8	12	20	0.7407	1	1	0	0
Shay Bywater	F	So	29	10	8	18	0.6207	3	0	1	0
Amber Ellis	F	Fr	27	10	6	16	0.5926	2	0	0	0
Stephanie Moberg	F/D	Fr	27	3	13	16	0.5926	1	1	0	0
Gina Kozar	F	So	20	6	7	13	0.6500	3	2	0	0
Keltie Jones	F	So	29	3	8	11	0.3793	1	0	0	0
Sharis Smith	D	Jr	28	0	11	11	0.3929	0	0	0	0
Tara Khan	D	So	26	1	6	7	0.2692	0	0	0	0
Valen Timmons	F	So	10	3	3	6	0.6000	0	3	0	0
Tiarra Garrow	F	Fr	10	2	4	6	0.6000	0	0	0	0
Ainsley Brien	D	So	22	2	4	6	0.2727	0	1	1	0
Lindsay Littman	D	So	26	0	6	6	0.2308	0	0	0	0
Sarah Samson	F	Jr	26	0	4	4	0.1538	0	0	0	0
Elise Campbell	F/D	Jr	15	3	0	3	0.2000	1	2	0	0
Sam Menton	F	Jr	6	2	0	2	0.3333	0	0	0	0
Breanne Doyle	G	Sr	23	0	0	0	0.0000	0	0	0	0
Danielle Beattie	G	So	3	0	0	0	0.0000	0	0	0	0
Sandra Grant	G	So	5	0	0	0	0.0000	0	0	0	0
