Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lora Ardoin	F	So	24	8	6	14	0.5833	17	34	1	1	0	1
Robyn Carroll	F	Jr	20	7	4	11	0.5500	9	18	0	1	0	1
Margret Troiano	F	Fr	25	6	5	11	0.4400	13	26	0	0	0	0
Lindsey Hall	F	Fr	25	4	6	10	0.4000	3	6	0	1	0	0
Grace Lyon	F	Fr	20	3	4	7	0.3500	0	0	1	0	0	0
Abbey Diabo	D	So	23	2	5	7	0.3043	28	56	0	1	0	0
Sydney Kinder	F/D	So	11	3	2	5	0.4545	8	16	0	0	1	0
Kjrstin Hoberg	D	Fr	24	1	3	4	0.1667	7	14	0	0	0	0
Tia Mitchell	F	So	17	0	3	3	0.1765	2	4	0	0	0	0
Bineh Garrow	D	Fr	12	1	1	2	0.1667	4	8	0	1	0	0
Maddy Hetman	F	So	16	1	1	2	0.1250	12	24	0	0	0	0
Steph Kushnir	F	Jr	17	0	2	2	0.1176	8	16	0	0	0	0
McKayla Duffy	F	Fr	21	0	2	2	0.0952	3	6	0	0	0	0
Rhea Coad	F	So	12	1	0	1	0.0833	4	19	0	0	0	0
Alicia Eamon	D	Fr	10	0	1	1	0.1000	4	8	0	0	0	0
Becca Kieffer	G	So	11	0	1	1	0.0909	1	2	0	0	0	0
Caty Darling	D	Sr	22	0	1	1	0.0455	22	47	0	0	0	0
Peyton Stafne	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Rebecca DiNardo	G	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
