Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Ann Ninnemann	F	Jr	30	14	12	26	0.8667	1	3	1	0
Kim Lunneborg	F	So	30	9	17	26	0.8667	1	1	0	0
Jackie Schmitt	F	Jr	29	14	10	24	0.8276	9	3	1	0
Jackie Foley	D	So	30	6	15	21	0.7000	0	2	0	0
Hilary Bulger	F	So	30	11	9	20	0.6667	3	3	0	0
Tracy Truckey	F	So	30	9	10	19	0.6333	1	0	1	0
Liz Goergen	F	Jr	30	9	8	17	0.5667	1	2	0	0
Ashley Howe	F	Jr	30	7	3	10	0.3333	0	1	0	0
Emily Teachout	F	Jr	18	3	6	9	0.5000	0	0	0	1
Jana Jurkovich	D	Jr	30	2	7	9	0.3000	0	1	0	0
Jennifer Norris	F	So	30	5	3	8	0.2667	1	1	0	0
Pam Stohr	F	So	28	3	4	7	0.2500	2	0	0	0
Jenn Dorff	D	Jr	30	2	3	5	0.1667	0	0	0	0
Chris Hanson	D	Fr	26	1	3	4	0.1538	0	0	0	0
Hayli Hupp	F	Jr	28	2	1	3	0.1071	0	0	0	0
Kim Chenery	F	Jr	16	0	2	2	0.1250	0	0	0	0
Azita Zeyghami	F	Fr	20	0	2	2	0.1000	0	0	0	0
Sally Coopman	F	Fr	24	1	0	1	0.0417	0	0	0	0
Becky Humphreys	F	Sr	29	1	0	1	0.0345	0	0	0	0
Crystal Randall	G	So	7	0	0	0	0.0000	0	0	0	0
Diane Sawyer	G	Sr	6	0	0	0	0.0000	0	0	0	0
Kristen Bourgon	D	Fr	5	0	0	0	0.0000	0	0	0	0
Amy Statz	G	Fr	25	0	0	0	0.0000	0	0	0	0
