Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Gillian Gallagher	F	So	30	8	8	16	0.5333	1	4	0	1
Candace Boyles	D	Fr	31	7	8	15	0.4839	2	0	0	0
Caitlin Peters	F	So	32	5	10	15	0.4688	0	2	0	0
Serena Hillman	F	Sr	31	6	5	11	0.3548	1	2	0	0
Debbie Beaudoin	F/D	Sr	32	5	5	10	0.3125	0	1	0	0
Jayne Riley	D	So	32	3	6	9	0.2813	0	2	1	0
Katie O'Hara	F	Fr	25	4	4	8	0.3200	0	3	0	0
Elizabeth Jankowski	F	Sr	32	3	5	8	0.2500	0	0	0	0
Kristin Alcorn	F	Fr	22	3	3	6	0.2727	0	0	0	0
Kathryn Dallimore	F	Fr	23	3	2	5	0.2174	1	0	0	0
Jessica Schilling	D	Fr	23	2	3	5	0.2174	0	1	0	0
Megan Young	D	So	23	1	2	3	0.1304	0	0	0	0
Laura Magenheimer	D	Jr	32	1	2	3	0.0938	0	1	0	0
Sarah Campbell	D	Fr	28	0	3	3	0.1071	0	0	0	0
Kelly Runyan	F/D	Fr	32	0	2	2	0.0625	0	0	0	0
Jamie Baer	C	Fr	13	1	0	1	0.0769	0	1	0	0
Cara Costantini	F	So	26	0	1	1	0.0385	0	0	0	0
Erin Sweet	D	Fr	20	0	1	1	0.0500	0	0	0	0
Meaghan Barnaby	F/D	So	19	0	0	0	0.0000	0	0	0	0
Jane Clafin	F/D	Fr	1	0	0	0	0.0000	0	0	0	0
Rhiannon Amor	D	Fr	6	0	0	0	0.0000	0	0	0	0
Mel Courtemanche	G	Sr	25	0	0	0	0.0000	0	0	0	0
Catherine Laparé	G	So	14	0	0	0	0.0000	0	0	0	0
Ahlona Biegel	C	Fr	15	0	0	0	0.0000	0	0	0	0
