Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Mackenzie Johnston	F	So	35	11	10	21	0.6000	10	20	2	3	0	1
Mikaela Lowater	D	So	35	2	15	17	0.4857	2	4	0	0	1	0
Rebecca Vint	F	Sr	30	11	5	16	0.5333	18	36	1	3	1	1
Rikki Meilleur	F	So	35	10	6	16	0.4571	9	18	2	4	1	0
Maddie Collias	F	Sr	30	5	9	14	0.4667	12	35	0	2	0	0
Katie Fergus	F	Sr	35	3	11	14	0.4000	12	24	1	0	1	0
Ashley Vesci	F	Jr	35	6	5	11	0.3143	5	10	1	2	0	0
Jessica Gazzola	F	Fr	35	4	6	10	0.2857	9	18	1	0	0	0
Katherine Murphy	F	Fr	34	1	9	10	0.2941	2	4	0	1	0	0
Katelyn Scott	F	Sr	35	2	6	8	0.2286	4	8	0	1	0	0
Megan Eady	D	Jr	35	0	8	8	0.2286	11	22	0	0	0	0
Maeve Garvey	F	So	25	2	4	6	0.2400	6	12	0	0	0	0
Amanda Pantaleo	F	Fr	35	3	2	5	0.1429	8	16	2	1	0	0
Erin Staniewski	D	Sr	35	2	3	5	0.1429	7	14	0	1	0	0
Anissa Gamble	F	Jr	34	1	4	5	0.1471	4	8	0	0	0	0
Natalie Fraser	D	Fr	33	3	1	4	0.1212	2	4	1	0	0	0
Kelsey Gunn	D	Sr	35	1	1	2	0.0571	10	28	0	0	0	0
Leah Carlson	D	Jr	34	1	1	2	0.0588	18	36	0	0	1	0
Brittany Howard	F	So	2	0	1	1	0.5000	1	2	0	0	0	0
Jessica Dodds	G	So	30	0	1	1	0.0333	0	0	0	0	0	0
Courtney Vinet	G	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Elijah Milne-Price	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Carley Catherine	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Leah Carey	D	Fr	23	0	0	0	0.0000	3	6	0	0	0	0
