Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Michele Verticchio	F	Sr	17	1	0	1	0.0588	0	0	0	0
Mary Presley	F	Fr	14	1	0	1	0.0714	0	0	0	0
Betty Zheng	F	Fr	19	0	1	1	0.0526	0	0	0	0
Alana Lafferty	G	Fr	15	0	0	0	0.0000	0	0	0	0
Erin Syron	D	Sr	19	0	0	0	0.0000	0	0	0	0
Cara Toretta	D	So	19	0	0	0	0.0000	0	0	0	0
Jackie Lai	F	So	14	0	0	0	0.0000	0	0	0	0
Erin Mellencamp	F	Jr	19	0	0	0	0.0000	0	0	0	0
Meena Shah	F	So	19	0	0	0	0.0000	0	0	0	0
Jennifer Selby	F/D	Jr	16	0	0	0	0.0000	0	0	0	0
Judy Chen	F	Sr	5	0	0	0	0.0000	0	0	0	0
Leah Windhorst	D	Jr	16	0	0	0	0.0000	0	0	0	0
Erin Daida	F/D	Jr	11	0	0	0	0.0000	0	0	0	0
Mallory Briggs	F	Jr	19	0	0	0	0.0000	0	0	0	0
Regina Sullivan	G	Fr	17	0	0	0	0.0000	0	0	0	0
Audrey Roy	F	So	6	0	0	0	0.0000	0	0	0	0
Carla Pienknagura	F	Sr	18	0	0	0	0.0000	0	0	0	0
Dara Jeffries	F	Sr	18	0	0	0	0.0000	0	0	0	0
Vanessa Selbst	F	Fr	14	0	0	0	0.0000	0	0	0	0
