Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Melissa Belmonte	F	Sr	27	21	23	44	1.6296	2	7	0	0
Andrea Ciarletta	F	Sr	27	22	16	38	1.4074	5	7	0	0
Casey Turner	F	Jr	25	10	16	26	1.0400	2	2	0	0
Katherine Wall	F	Jr	26	2	12	14	0.5385	0	0	1	0
Katelyn Lajoie	F	Fr	26	8	5	13	0.5000	2	0	0	0
Melissa Wigmore	D	Sr	25	7	6	13	0.5200	0	1	0	0
Kim Davidge	F	Fr	27	7	4	11	0.4074	2	0	0	0
Kate Webb	F	So	21	5	6	11	0.5238	0	4	1	0
Maria Guanci	F	So	23	4	7	11	0.4783	0	2	0	0
Erin Shepherd	D	So	10	3	6	9	0.9000	0	1	1	0
Jennifer Petitti	F	Fr	14	2	6	8	0.5714	0	0	0	0
Jennifer Senecal	D	Fr	20	2	4	6	0.3000	0	2	0	0
Lauren O'Connor	F	Jr	27	2	4	6	0.2222	0	0	1	0
Stephanie Medeiros	D	Fr	13	1	5	6	0.4615	0	1	0	0
Rose Devlin	D	Jr	26	0	6	6	0.2308	0	0	0	0
Katelyn Pohlman	D	Fr	22	2	3	5	0.2273	0	1	0	0
Katelyn Corsino	F/D	Fr	19	1	4	5	0.2632	0	0	0	0
Sarah Cronin	D	So	27	1	4	5	0.1852	0	0	0	0
Amanda Cianciulli	D	Fr	11	0	4	4	0.3636	0	0	0	0
Katie Reardon	F	Sr	27	2	1	3	0.1111	1	0	0	0
Kyle Mack	F	Fr	13	0	1	1	0.0769	0	0	0	0
Kerry Brennan	F	So	7	0	1	1	0.1429	0	0	0	0
Audrey Deguire	D	Jr	9	0	0	0	0.0000	0	0	0	0
Shannon Palmer	G	Sr	6	0	0	0	0.0000	0	0	0	0
Amanda Bourque	G	Fr	2	0	0	0	0.0000	0	0	0	0
Katie Frossard	G	Sr	2	0	0	0	0.0000	0	0	0	0
Jessica Sams	G	So	21	0	0	0	0.0000	0	0	0	0
