Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meagan Aarts	F	So	35	25	22	47	1.3429	1	4	0	0
Karen Droog	F	So	30	25	12	37	1.2333	2	6	0	1
Kelly Nelson	D	Sr	35	4	18	22	0.6286	1	1	0	0
Nicole Munro	F	Jr	34	8	11	19	0.5588	1	0	1	0
Cheryl White	F	Fr	35	6	11	17	0.4857	1	0	0	0
Jarin Sjogren	F	Jr	20	5	12	17	0.8500	1	4	0	0
Jamie Hill	F	So	19	8	7	15	0.7895	1	1	0	0
Tristan Desmet	F	Fr	35	8	7	15	0.4286	2	1	1	0
Andrea Steranko	F	Fr	23	6	7	13	0.5652	2	1	0	0
Tracy Caridade	D	Sr	31	5	8	13	0.4194	0	2	0	0
Cindy Biron	F	Jr	26	4	7	11	0.4231	2	2	1	0
Naomi Smethurst	D	So	35	0	10	10	0.2857	0	0	0	0
Cailee Heggestad	F	Jr	21	4	4	8	0.3810	1	2	0	0
Laura Maddin	D	Fr	33	1	6	7	0.2121	1	0	0	0
Lee Anne Irwin	D	Sr	32	2	4	6	0.1875	0	0	0	0
Emily Stevens	F	So	31	2	4	6	0.1935	0	0	0	0
Esther Granville	F	Sr	35	1	5	6	0.1714	0	0	0	0
Rebecca Ouellet	D	So	29	1	4	5	0.1724	0	0	0	0
Rebecca Culver	F	Fr	32	1	3	4	0.1250	0	0	0	0
Christine Lane	F	Jr	12	1	0	1	0.0833	0	0	0	0
Amanda Cronin	G	Sr	10	0	0	0	0.0000	0	0	0	0
Dawn Froats	G	Jr	13	0	0	0	0.0000	0	0	0	0
Lara Smart	G	So	14	0	0	0	0.0000	0	0	0	0
