Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Anna Siliciano	F	Fr	24	12	8	20	0.8333	2	2	1	0
Natasha Clauson	D	So	24	5	10	15	0.6250	0	1	1	0
Jennica Ziemian	F	Sr	24	6	8	14	0.5833	1	0	1	0
Andrea Snow	F	So	24	9	4	13	0.5417	0	1	0	0
Liz Adams	F	Sr	24	6	7	13	0.5417	1	1	0	0
Kiersten Von Trapp	F	Jr	15	6	6	12	0.8000	1	2	1	0
Meghan Frederico	F	Fr	24	3	6	9	0.3750	0	0	0	0
Liza Eckels	F	Jr	23	1	5	6	0.2609	0	0	0	0
Stacey Orr	F	Jr	24	0	6	6	0.2500	0	0	0	0
Frances Jacobus-Parker	F	Fr	22	3	2	5	0.2273	0	0	0	0
Lily Strauss	D	Fr	24	1	4	5	0.2083	0	0	0	0
Katharine Dumiak	F/D	So	24	1	3	4	0.1667	1	0	0	0
Amanda Robinson	F	So	23	0	2	2	0.0870	0	0	0	0
Katie Fuller	F	Sr	22	0	1	1	0.0455	0	0	0	0
Meredith Rideout	F	Jr	23	0	1	1	0.0435	0	0	0	0
Lindsay Clarke	D	Fr	23	0	0	0	0.0000	0	0	0	0
Sallie Zanoni	G	Fr	1	0	0	0	0.0000	0	0	0	0
Elizabeth Courtney	G	So	24	0	0	0	0.0000	0	0	0	0
Emily Paul	D	Sr	24	0	0	0	0.0000	0	0	0	0
Gabby Carson	D	Jr	15	0	0	0	0.0000	0	0	0	0
