Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Gina Arnone	RW	Fr	24	23	19	42	1.7500	6	5	1	1
Michelle Panella	F	Jr	29	18	19	37	1.2759	1	2	0	0
Katie McLaughlin	F	So	29	11	14	25	0.8621	2	5	3	0
Whitney Dziama	F	Fr	28	4	13	17	0.6071	0	1	0	0
Kristina Feltz	D	Fr	29	4	12	16	0.5517	0	2	0	0
Sarah Hickman	F	So	29	6	8	14	0.4828	1	1	0	0
Jane Auxier	D	Sr	29	2	10	12	0.4138	0	2	0	0
Sarah Turbert	F	Sr	26	7	4	11	0.4231	0	2	0	1
Jessica Felt	F	Sr	27	6	3	9	0.3333	0	2	0	0
Allie Gillman	F	Fr	28	4	4	8	0.2857	0	1	0	0
Jaclyn Rideout	F	Fr	29	3	5	8	0.2759	0	0	0	0
Devon Gaslin	D	So	29	3	4	7	0.2414	1	1	0	0
Nicole Farrelly	D	Sr	16	0	6	6	0.3750	0	0	0	0
Rachel Mroz	D	So	29	1	3	4	0.1379	0	0	0	0
Erin Barry	F	Jr	29	1	2	3	0.1034	0	0	0	0
Alexis Dedousis	RW	Fr	26	1	2	3	0.1154	0	0	0	0
Maria Lascala	C	Fr	28	2	0	2	0.0714	0	0	0	0
Nichole Coscia	D	Fr	25	0	1	1	0.0400	0	0	0	0
Stephanie Boulay	G	Jr	29	0	0	0	0.0000	0	0	0	0
Laura Faulk	F	So	1	0	0	0	0.0000	0	0	0	0
Tianna Biskko	D		2	0	0	0	0.0000	0	0	0	0
Juliana Wynohranyk	D	So	7	0	0	0	0.0000	0	0	0	0
Liz Durkos	D	Fr	6	0	0	0	0.0000	0	0	0	0
Sarah Perry	G	So	5	0	0	0	0.0000	0	0	0	0
