Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amy Zimniewicz	F	Fr	23	7	5	12	0.5217	8	24	1	2	1	1
Katie Cachey	F	Fr	22	5	5	10	0.4545	15	30	1	1	0	0
Ingrid Klockars	F	Fr	23	7	2	9	0.3913	13	26	1	0	0	0
Jamie Henneman	F	Fr	23	3	5	8	0.3478	11	22	0	1	0	0
Jenn Shire	F	Sr	19	4	3	7	0.3684	2	4	0	0	1	0
Ashley Mileykovsky	F	Fr	21	2	5	7	0.3333	10	20	0	0	0	0
Madison Sienko	F	Fr	20	4	2	6	0.3000	4	8	1	2	0	0
Cassie Stoner	F	So	21	2	4	6	0.2857	11	22	0	1	0	0
Jill Rhody	F	Jr	21	2	3	5	0.2381	15	30	0	1	0	0
Lexi Bohlinger	D	So	19	1	4	5	0.2632	7	14	1	0	0	0
Angie Kryzer	F	So	19	2	2	4	0.2105	7	14	0	0	0	0
Val Rodriguez	F/D	Sr	23	1	2	3	0.1304	8	16	0	0	0	0
Sonja Sorakrai	F	Fr	22	1	2	3	0.1364	9	18	0	0	0	0
Cierra Lopis	F	Fr	18	1	2	3	0.1667	1	2	0	0	0	0
Francie Steger	F	Fr	8	1	1	2	0.2500	2	4	0	0	0	0
Sara Eisenhauer	D	So	23	0	2	2	0.0870	3	6	0	0	0	0
Sarah Wiesner	D	Jr	18	0	2	2	0.1111	1	2	0	0	0	0
Caiti Knudson	D	Fr	22	1	0	1	0.0455	7	14	0	0	0	0
Nicole Reynard	F	So	12	0	1	1	0.0833	0	0	0	0	0	0
Hadley Swaggert	D	Jr	21	0	1	1	0.0476	15	30	0	0	0	0
Krista Sheppard	F/D	Fr	4	0	0	0	0.0000	1	2	0	0	0	0
Brittany Lemke	G	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Emily Friedl	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Jessie Smith	G	Sr	5	0	0	0	0.0000	0	0	0	0	0	0
