Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Roxanne Stang	F	Sr	32	13	17	30	0.9375	2	6	2	0
Carrie Holldorf	F/D	Jr	32	12	18	30	0.9375	0	5	1	0
Kobi Kawamoto	D	Sr	32	10	16	26	0.8125	0	1	2	0
Ashley Stewart	F	So	22	13	12	25	1.1364	2	4	0	0
Tina Ciraulo	D	Jr	32	6	8	14	0.4375	1	3	0	0
Kelly Stewart	D	So	32	3	8	11	0.3438	0	0	0	1
Jacqueline Jensen	F	Fr	32	2	6	8	0.2500	0	1	0	0
Randie Jelinski	D	So	32	1	6	7	0.2188	1	0	0	0
Bobbie Anderson	F	Fr	32	3	3	6	0.1875	0	0	1	0
Leanne Perrin	D	Sr	32	4	1	5	0.1563	1	1	0	0
Krista Simonson	F	So	31	3	1	4	0.1290	0	1	0	0
Calise Johnson	F	So	27	1	2	3	0.1111	0	0	0	0
Ashley Andrews	F	Fr	24	0	3	3	0.1250	0	0	0	0
Melanie Pudsey	F	Jr	30	1	1	2	0.0667	0	0	1	0
Katie Hauge	F	So	19	1	1	2	0.1053	0	0	0	0
Lindsay Ball	F	So	24	1	1	2	0.0833	0	1	0	0
Tricia Fast	F	Fr	32	0	1	1	0.0313	0	0	0	0
Ellen Brinkman	G	Sr	20	0	0	0	0.0000	0	0	0	0
Kari Turkowski	F	Jr	4	0	0	0	0.0000	0	0	0	0
Rachel Solgon	F	So	32	0	0	0	0.0000	0	0	0	0
Brie Anderson	G	So	4	0	0	0	0.0000	0	0	0	0
Lauri St. Jacques	G	Fr	16	0	0	0	0.0000	0	0	0	0
