Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Meghan Duggan	F	Sr	41	39	48	87	2.1220	15	30	6	11	3	2
Hilary Knight	F	Jr	41	47	34	81	1.9756	6	12	8	9	2	1
Brianna Decker	F	So	41	34	46	80	1.9512	10	20	12	7	3	0
Brooke Ammerman	F	Jr	37	17	28	45	1.2162	12	24	4	8	0	0
Carolyne Prï¿½vost	F	Jr	36	19	12	31	0.8611	0	0	4	3	2	1
Mallory Deluce	F	Sr	37	8	19	27	0.7297	4	8	0	2	2	0
Madison Packer	F	Fr	38	13	13	26	0.6842	20	40	0	1	0	0
Brittany Ammerman	F	Fr	39	13	12	25	0.6410	8	16	0	1	0	1
Stefanie McKeough	D	So	37	3	16	19	0.5135	5	10	1	0	0	0
Geena Prough	F/D	Sr	41	3	13	16	0.3902	4	8	0	1	0	0
Brittany Haverstock	D	Jr	37	5	10	15	0.4054	11	22	0	1	0	0
Kelly Nash	F	Sr	36	3	9	12	0.3333	12	24	2	0	0	0
Breann Frykas	F	So	41	4	7	11	0.2683	7	14	0	0	0	0
Saige Pacholok	D	So	41	2	9	11	0.2683	13	26	0	0	0	0
Anne Dronen	D	Sr	41	2	8	10	0.2439	6	12	0	0	1	0
Kelly Jaminski	D	Fr	41	0	10	10	0.2439	3	6	0	0	0	0
Alev Kelter	D	So	24	0	4	4	0.1667	10	20	0	0	0	0
Becca Ruegsegger	G	So	11	0	1	1	0.0909	0	0	0	0	0	0
Maria Evans	F	Sr	4	0	0	0	0.0000	0	0	0	0	0	0
Carla Pentimone	F	Sr	5	0	0	0	0.0000	0	0	0	0	0	0
Derya Kelter	F	So	7	0	0	0	0.0000	1	2	0	0	0	0
Laurel Miller	D	Fr	26	0	0	0	0.0000	2	4	0	0	0	0
Natalie Berg	D	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
Alex Rigsby	G	Fr	31	0	0	0	0.0000	1	2	0	0	0	0
Lauren Unser	F	So	39	0	0	0	0.0000	0	0	0	0	0	0
