Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Shannon Smith	F	So	26	14	4	18	0.6923	10	20	1	1	0	0
Emily Corrales	F	So	24	12	5	17	0.7083	1	2	2	4	0	0
Marissa Clifford-Biederman	F	Jr	26	1	13	14	0.5385	17	34	0	1	0	0
Annie Mullen	F	Fr	26	3	7	10	0.3846	3	6	0	0	0	0
Gabby Crugnale	F	So	26	3	7	10	0.3846	2	4	0	1	0	0
Kimberly Gosselin	F	So	15	0	9	9	0.6000	1	2	0	0	0	0
Melissa Boudreau	D	So	25	3	5	8	0.3200	6	12	0	2	0	0
Gabriella Moscato	F	So	26	3	4	7	0.2692	1	2	1	1	0	0
Mary Wirth	F	So	26	5	1	6	0.2308	6	12	1	1	0	0
Richelle Skarbowski	D	So	19	0	5	5	0.2632	11	22	0	0	0	0
Alexis Hall	F	Fr	23	1	2	3	0.1304	2	4	0	1	0	0
Kierra Wright	F	Fr	24	0	3	3	0.1250	6	12	0	0	0	0
Cassandra Connolly	D	So	11	2	0	2	0.1818	6	12	1	0	0	0
Shannon Reynolds	F	Jr	24	1	1	2	0.0833	0	0	0	0	0	0
Samantha Pratt	D	Fr	20	1	1	2	0.1000	4	8	0	0	0	0
Abby Kinens	F	So	26	1	1	2	0.0769	1	2	0	0	0	0
Lilly Henjes	F	So	25	0	2	2	0.0800	2	4	0	0	0	0
Haley Gorman	F	Fr	23	1	0	1	0.0435	2	4	0	0	0	0
Sydney Helmbrecht	G	So	18	0	0	0	0.0000	0	0	0	0	0	0
Courtney Kendall	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Jaclyn Bria	D	Sr	25	0	0	0	0.0000	5	10	0	0	0	0
Amy Curry	D	So	18	0	0	0	0.0000	8	16	0	0	0	0
Caroline Kelly	D	So	8	0	0	0	0.0000	0	0	0	0	0	0
Samantha Scobee	G	Jr	7	0	0	0	0.0000	0	0	0	0	0	0
