Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rachel Kennedy	F	Fr	28	16	14	30	1.0714	3	6	4	3	0	1
Kayte Holtz	F	Sr	28	13	15	28	1.0000	1	2	3	2	2	0
Chelsea MacNeil	F	So	28	13	12	25	0.8929	10	20	3	3	0	0
Kim Tess-Wanat	F	Sr	28	8	16	24	0.8571	11	22	2	2	0	1
Stephanie Ludy	F	Sr	28	14	9	23	0.8214	8	16	4	7	0	0
Kenzie Novak	D	Sr	28	3	16	19	0.6786	11	22	1	1	0	0
Ariana Bourque	F	Fr	28	8	8	16	0.5714	3	6	2	2	0	0
Schuyler Nardelli	F	So	28	7	5	12	0.4286	4	8	1	1	0	0
Madeline Lane	D	Jr	28	3	7	10	0.3571	9	18	0	0	0	0
Emily Tang	D	Jr	28	1	9	10	0.3571	8	16	0	1	0	0
Colleen Finnerty	F	So	28	4	3	7	0.2500	8	16	1	0	0	0
Mallory Andrews	F	Jr	28	1	5	6	0.2143	1	2	0	0	0	0
Jay Greene	D	Sr	23	1	4	5	0.2174	7	14	0	1	0	0
Gabby Grandin	D	So	28	0	4	4	0.1429	11	22	0	0	0	0
Maura Allen	D	Jr	28	0	3	3	0.1071	9	18	0	0	0	0
Tara Celata	D	Fr	28	0	1	1	0.0357	1	2	0	0	0	0
Tara Connolly	G	Sr	7	0	0	0	0.0000	0	0	0	0	0	0
Beth Findley	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Maddie Baird	F	So	6	0	0	0	0.0000	2	4	0	0	0	0
Kayla Lessard	G	Sr	21	0	0	0	0.0000	0	0	0	0	0	0
