Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Casey Stathopoulos	F	Sr	25	10	18	28	1.1200	8	16	0	2	1	0
Alanna Woodford	F	Sr	25	14	10	24	0.9600	9	18	0	5	0	0
Taylor Moreland	F	Fr	25	5	8	13	0.5200	12	24	2	1	0	0
Natasha Klinoff	F	Sr	23	4	7	11	0.4783	4	8	0	0	0	0
Heather Daley	F	Jr	24	5	4	9	0.3750	6	12	2	2	0	0
Briana Connolly	F	Sr	25	3	5	8	0.3200	2	4	1	2	0	0
Alex Davis	F/D	Sr	24	3	3	6	0.2500	17	34	0	1	0	0
Megan Ofner	D	Jr	25	3	3	6	0.2400	12	24	1	1	0	0
Brittany Smith	F	Fr	20	1	4	5	0.2500	1	2	0	1	0	0
Megan Finlay	F	So	25	2	2	4	0.1600	5	10	0	0	0	0
Hanna Skelley	F	Jr	23	1	3	4	0.1739	6	12	0	0	0	0
Cassandra Hanlon	D	Fr	18	1	2	3	0.1667	18	36	1	1	0	0
Amie Varano	D	So	25	0	3	3	0.1200	20	48	0	0	0	0
Teagan Ketchum	D	So	23	2	0	2	0.0870	3	6	0	0	0	0
Emily Falvey	F	So	25	1	1	2	0.0800	5	10	0	0	0	0
Duggan Delano	F	Fr	18	0	2	2	0.1111	1	2	0	0	0	0
Julie Dobiac	D	Jr	25	0	1	1	0.0400	1	2	0	0	0	0
Carly Radovich	F/D	Fr	24	0	1	1	0.0417	11	22	0	0	0	0
Amanda Fontaine	G	Jr	19	0	0	0	0.0000	2	4	0	0	0	0
Nicole Giampa	F	So	5	0	0	0	0.0000	0	0	0	0	0	0
Nicole Magee	G	Jr	9	0	0	0	0.0000	0	0	0	0	0	0
Kathryn Darling	F	Fr	11	0	0	0	0.0000	2	4	0	0	0	0
Elizabeth Collins	F	Fr	12	0	0	0	0.0000	3	6	0	0	0	0
