Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nikki Petrich	F	So	33	9	19	28	0.8485	1	3	2	0
Crystal Rochon	F	Jr	33	15	9	24	0.7273	1	3	2	1
Ashley Bielawski	F	Jr	32	11	8	19	0.5938	1	2	0	0
Marie Desrosiers	F	Jr	33	7	5	12	0.3636	1	3	0	0
Erin Reil	D	Fr	33	2	9	11	0.3333	0	0	0	0
Ali Bielawski	F	Fr	33	5	4	9	0.2727	0	0	0	0
Amy Goodney	F	Jr	19	3	6	9	0.4737	0	0	1	0
Jessica Coppney	F	Jr	33	6	2	8	0.2424	3	0	0	0
Cassie Sperry	F	Fr	33	1	6	7	0.2121	0	0	0	0
Jennifer Beaudoin	D	Sr	33	1	5	6	0.1818	1	0	0	0
Courtney O'Connor	D	Fr	33	1	3	4	0.1212	0	0	0	0
Colleen Sanborn	F	Fr	33	1	2	3	0.0909	0	0	0	0
Lindsay Snider	D	Sr	31	0	3	3	0.0968	0	0	0	0
Kathryn Sands	F	Sr	33	1	1	2	0.0606	0	0	0	0
Chrissy Sands	F	Sr	29	0	2	2	0.0690	0	0	0	0
Stephanie Wood	F	Jr	31	0	1	1	0.0323	0	0	0	0
Marisa Hourihan	G	Sr	31	0	0	0	0.0000	0	0	0	0
Brenna Frost	D	Fr	30	0	0	0	0.0000	0	0	0	0
Katy Augustyn	G	Sr	1	0	0	0	0.0000	0	0	0	0
Sarah Belliveau	G	So	4	0	0	0	0.0000	0	0	0	0
Meredith Miller	F	So	23	0	0	0	0.0000	0	0	0	0
Kim Kodatsky	F	Jr	7	0	0	0	0.0000	0	0	0	0
